u_i;p;M;L;l.1
3772;10002;947;1666;1666
3822;10002;947;833;833
3873;10002;947;833;833
3923;10002;947;1666;1666
3973;10002;947;1666;1666
4024;10002;947;1666;1666
4074;10002;947;833;833
4124;10002;947;1666;1666
4174;10002;947;1666;1666
4225;10002;947;1666;1666
4275;10002;947;833;833
4325;10002;947;1666;1666
4375;10002;947;1666;1666
4426;10002;947;1666;1666
4476;10002;947;833;833
4526;10002;947;1666;1666
4577;10002;947;1666;1666
4627;10002;947;1666;1666
4677;10002;947;833;833
4727;10002;947;1666;1666
4778;10002;947;1666;1666
4828;10002;947;1666;1666
4878;10002;947;833;833
4929;10002;947;833;833
4979;10002;947;1666;1666
5029;10002;947;1666;1666
5079;10002;947;833;833
5130;10002;947;833;833
5180;10002;947;1666;1666
5230;10002;947;1666;1666
5281;10002;947;1666;1666
5331;10002;947;833;833
5381;10002;947;1666;1666
5431;10002;947;1666;1666
5482;10002;947;1666;1666
5532;10002;947;833;833
5582;10002;947;1666;1666
5633;10002;947;1666;1666
5683;10002;947;1666;1666
5733;10002;947;833;833
5783;10002;947;1666;1666
5834;10002;947;1666;1666
5884;10002;947;1666;1666
5934;10002;947;833;833
5984;10002;947;1666;1666
6035;10002;947;1666;1666
6085;10002;947;1666;1666
6135;10002;947;833;833
6186;10002;947;833;833
6236;10002;947;1666;1666
6286;10002;947;1666;1666
6336;10002;947;833;833
6387;10002;947;833;833
6437;10002;947;1666;1666
6487;10002;947;1666;1666
6538;10002;947;1666;1666
6588;10002;947;833;833
6638;10002;947;1666;1666
6688;10002;947;1666;1666
6739;10002;947;1666;1666
6789;10002;947;833;833
6839;10002;947;1666;1666
6890;10002;947;1666;1666
6940;10002;947;1666;1666
6990;10002;947;833;833
7040;10002;947;1666;1666
7091;10002;947;1666;1666
7141;10002;947;1666;1666
7191;10002;947;833;833
7242;10002;947;833;833
7292;10002;947;1666;1666
7342;10002;947;1666;1666
7392;10002;947;833;833
7443;10002;947;833;833
7493;10002;947;1666;1666
7543;10002;947;1666;1666
7593;10002;947;833;833
7644;10002;947;833;833
7694;10002;947;1666;1666
7744;10002;947;1666;1666
7795;10002;947;1666;1666
7845;10002;947;833;833
7895;10002;947;1666;1666
7945;10002;947;1666;1666
7996;10002;947;1666;1666
8046;10002;947;833;833
8096;10002;947;1666;1666
8147;10002;947;1666;1666
8197;10002;947;1666;1666
8247;10002;947;833;833
8297;10002;947;1666;1666
8348;10002;947;1666;1666
8398;10002;947;1666;1666
8448;10002;947;833;833
8499;10002;947;833;833
8549;10002;947;1666;1666
8599;10002;947;1666;1666
8649;10002;947;833;833
8700;10002;947;833;833
8750;10002;947;1666;1666
8800;10002;947;1666;1666
8851;10002;947;1666;1666
8901;10002;947;833;833
8951;10002;947;1666;1666
9001;10002;947;1666;1666
9052;10002;947;1666;1666
9102;10002;947;833;833
9152;10002;947;1666;1666
9202;10002;947;1666;1666
9253;10002;947;1666;1666
9303;10002;947;833;833
9353;10002;947;1666;1666
9404;10002;947;1666;1666
9454;10002;947;1666;1666
9504;10002;947;833;833
9554;10002;947;1666;1666
9605;10002;947;1666;1666
9655;10002;947;1666;1666
9705;10002;947;833;833
9756;10002;947;833;833
9806;10002;947;1666;1666
9856;10002;947;1666;1666
9906;10002;947;833;833
9957;10002;947;833;833
1;10003;947;102;102
51;10003;947;102;102
102;10003;947;102;102
152;10003;947;102;102
202;10003;947;102;102
252;10003;947;102;102
303;10003;947;102;102
353;10003;947;102;102
403;10003;947;102;102
454;10003;947;102;102
504;10003;947;102;102
554;10003;947;102;102
604;10003;947;102;102
655;10003;947;102;102
705;10003;947;102;102
755;10003;947;102;102
806;10003;947;102;102
856;10003;947;102;102
906;10003;947;102;102
956;10003;947;102;102
1007;10003;947;102;102
1057;10003;947;102;102
1107;10003;947;102;102
1157;10003;947;102;102
1208;10003;947;102;102
1258;10003;947;102;102
1308;10003;947;102;102
1359;10003;947;102;102
1409;10003;947;102;102
1459;10003;947;102;102
1509;10003;947;102;102
1560;10003;947;102;102
1610;10003;947;102;102
1660;10003;947;102;102
1711;10003;947;102;102
1761;10003;947;102;102
1811;10003;947;102;102
1861;10003;947;102;102
1912;10003;947;102;102
1962;10003;947;102;102
2012;10003;947;102;102
2063;10003;947;102;102
2113;10003;947;102;102
2163;10003;947;102;102
2213;10003;947;102;102
2264;10003;947;102;102
2314;10003;947;102;102
2364;10003;947;102;102
2415;10003;947;102;102
2465;10003;947;102;102
2515;10003;947;102;102
2565;10003;947;102;102
2616;10003;947;102;102
2666;10003;947;102;102
2716;10003;947;102;102
2766;10003;947;102;102
2817;10003;947;102;102
2867;10003;947;102;102
2917;10003;947;102;102
2968;10003;947;102;102
3018;10003;947;102;102
3068;10003;947;102;102
3118;10003;947;102;102
3169;10003;947;102;102
3219;10003;947;102;102
3269;10003;947;102;102
3320;10003;947;102;102
3370;10003;947;102;102
3420;10003;947;102;102
3470;10003;947;102;102
3521;10003;947;102;102
3571;10003;947;102;102
3621;10003;947;102;102
3672;10003;947;102;102
3722;10003;947;102;102
3772;10003;947;102;102
3822;10003;947;102;102
3873;10003;947;102;102
3923;10003;947;102;102
3973;10003;947;102;102
4024;10003;947;102;102
4074;10003;947;102;102
4124;10003;947;102;102
4174;10003;947;102;102
4225;10003;947;102;102
4275;10003;947;102;102
4325;10003;947;102;102
4375;10003;947;102;102
4426;10003;947;102;102
4476;10003;947;102;102
4526;10003;947;102;102
4577;10003;947;102;102
4627;10003;947;102;102
4677;10003;947;102;102
4727;10003;947;102;102
4778;10003;947;102;102
4828;10003;947;102;102
4878;10003;947;102;102
4929;10003;947;102;102
4979;10003;947;102;102
5029;10003;947;102;102
5079;10003;947;102;102
5130;10003;947;102;102
5180;10003;947;102;102
5230;10003;947;102;102
5281;10003;947;102;102
5331;10003;947;102;102
5381;10003;947;102;102
5431;10003;947;102;102
5482;10003;947;102;102
5532;10003;947;102;102
5582;10003;947;102;102
5633;10003;947;102;102
5683;10003;947;102;102
5733;10003;947;102;102
5783;10003;947;102;102
5834;10003;947;102;102
5884;10003;947;102;102
5934;10003;947;102;102
5984;10003;947;102;102
6035;10003;947;102;102
6085;10003;947;102;102
6135;10003;947;102;102
6186;10003;947;102;102
6236;10003;947;102;102
6286;10003;947;102;102
6336;10003;947;102;102
6387;10003;947;102;102
6437;10003;947;102;102
6487;10003;947;102;102
6538;10003;947;102;102
6588;10003;947;102;102
6638;10003;947;102;102
6688;10003;947;102;102
6739;10003;947;102;102
6789;10003;947;102;102
6839;10003;947;102;102
6890;10003;947;102;102
6940;10003;947;102;102
6990;10003;947;102;102
7040;10003;947;102;102
7091;10003;947;102;102
7141;10003;947;102;102
7191;10003;947;102;102
7242;10003;947;102;102
7292;10003;947;102;102
7342;10003;947;102;102
7392;10003;947;102;102
7443;10003;947;102;102
7493;10003;947;102;102
7543;10003;947;102;102
7593;10003;947;102;102
7644;10003;947;102;102
7694;10003;947;102;102
7744;10003;947;102;102
7795;10003;947;102;102
7845;10003;947;102;102
7895;10003;947;102;102
7945;10003;947;102;102
7996;10003;947;102;102
8046;10003;947;102;102
8096;10003;947;102;102
8147;10003;947;102;102
8197;10003;947;102;102
8247;10003;947;102;102
8297;10003;947;102;102
8348;10003;947;102;102
8398;10003;947;102;102
8448;10003;947;102;102
8499;10003;947;102;102
8549;10003;947;102;102
8599;10003;947;102;102
8649;10003;947;102;102
8700;10003;947;102;102
8750;10003;947;102;102
8800;10003;947;102;102
8851;10003;947;102;102
8901;10003;947;102;102
8951;10003;947;102;102
9001;10003;947;102;102
9052;10003;947;102;102
9102;10003;947;102;102
9152;10003;947;102;102
9202;10003;947;102;102
9253;10003;947;102;102
9303;10003;947;102;102
9353;10003;947;102;102
9404;10003;947;102;102
9454;10003;947;102;102
9504;10003;947;102;102
9554;10003;947;102;102
9605;10003;947;102;102
9655;10003;947;102;102
9705;10003;947;102;102
9756;10003;947;102;102
9806;10003;947;102;102
9856;10003;947;102;102
9906;10003;947;102;102
9957;10003;947;102;102
1;10004;947;60;60
51;10004;947;60;60
102;10004;947;60;60
152;10004;947;60;60
202;10004;947;60;60
252;10004;947;60;60
303;10004;947;60;60
353;10004;947;60;60
403;10004;947;60;60
454;10004;947;60;60
504;10004;947;60;60
554;10004;947;60;60
604;10004;947;60;60
655;10004;947;60;60
705;10004;947;60;60
755;10004;947;60;60
806;10004;947;60;60
856;10004;947;60;60
906;10004;947;60;60
956;10004;947;60;60
1007;10004;947;60;60
1057;10004;947;60;60
1107;10004;947;12;12
1157;10004;947;60;60
1208;10004;947;60;60
1258;10004;947;60;60
1308;10004;947;60;60
1359;10004;947;60;60
1409;10004;947;60;60
1459;10004;947;60;60
1509;10004;947;60;60
1560;10004;947;60;60
1610;10004;947;60;60
1660;10004;947;60;60
1711;10004;947;60;60
1761;10004;947;60;60
1811;10004;947;60;60
1861;10004;947;60;60
1912;10004;947;60;60
1962;10004;947;60;60
2012;10004;947;60;60
2063;10004;947;60;60
2113;10004;947;60;60
2163;10004;947;60;60
2213;10004;947;60;60
2264;10004;947;60;60
2314;10004;947;60;60
2364;10004;947;60;60
2415;10004;947;60;60
2465;10004;947;60;60
2515;10004;947;60;60
2565;10004;947;60;60
2616;10004;947;60;60
2666;10004;947;60;60
2716;10004;947;60;60
2766;10004;947;60;60
2817;10004;947;60;60
2867;10004;947;10;10
2917;10004;947;60;60
2968;10004;947;60;60
3018;10004;947;60;60
3068;10004;947;60;60
3118;10004;947;60;60
3169;10004;947;60;60
3219;10004;947;60;60
3269;10004;947;60;60
3320;10004;947;60;60
3370;10004;947;60;60
3420;10004;947;60;60
3470;10004;947;60;60
3521;10004;947;60;60
3571;10004;947;60;60
3621;10004;947;60;60
3672;10004;947;60;60
3722;10004;947;60;60
3772;10004;947;12;12
3822;10004;947;60;60
3873;10004;947;60;60
3923;10004;947;60;60
3973;10004;947;60;60
4024;10004;947;60;60
4074;10004;947;60;60
4124;10004;947;60;60
4174;10004;947;60;60
4225;10004;947;60;60
4275;10004;947;60;60
4325;10004;947;60;60
4375;10004;947;60;60
4426;10004;947;60;60
4476;10004;947;60;60
4526;10004;947;60;60
4577;10004;947;60;60
4627;10004;947;60;60
4677;10004;947;60;60
4727;10004;947;60;60
4778;10004;947;60;60
4828;10004;947;60;60
4878;10004;947;60;60
4929;10004;947;60;60
4979;10004;947;60;60
5029;10004;947;60;60
5079;10004;947;60;60
5130;10004;947;60;60
5180;10004;947;60;60
5230;10004;947;60;60
5281;10004;947;60;60
5331;10004;947;60;60
5381;10004;947;60;60
5431;10004;947;60;60
5482;10004;947;60;60
5532;10004;947;60;60
5582;10004;947;60;60
5633;10004;947;60;60
5683;10004;947;60;60
5733;10004;947;60;60
5783;10004;947;60;60
5834;10004;947;60;60
5884;10004;947;60;60
5934;10004;947;60;60
5984;10004;947;60;60
6035;10004;947;60;60
6085;10004;947;60;60
6135;10004;947;60;60
6186;10004;947;60;60
6236;10004;947;60;60
6286;10004;947;60;60
6336;10004;947;60;60
6387;10004;947;60;60
6437;10004;947;12;12
6487;10004;947;60;60
6538;10004;947;60;60
6588;10004;947;10;10
6638;10004;947;60;60
6688;10004;947;60;60
6739;10004;947;60;60
6789;10004;947;60;60
6839;10004;947;60;60
6890;10004;947;60;60
6940;10004;947;60;60
6990;10004;947;60;60
7040;10004;947;60;60
7091;10004;947;60;60
7141;10004;947;60;60
7191;10004;947;60;60
7242;10004;947;60;60
7292;10004;947;60;60
7342;10004;947;60;60
7392;10004;947;60;60
7443;10004;947;60;60
7493;10004;947;60;60
7543;10004;947;60;60
7593;10004;947;60;60
7644;10004;947;60;60
7694;10004;947;60;60
7744;10004;947;60;60
7795;10004;947;60;60
7845;10004;947;60;60
7895;10004;947;60;60
7945;10004;947;60;60
7996;10004;947;60;60
8046;10004;947;60;60
8096;10004;947;60;60
8147;10004;947;60;60
8197;10004;947;60;60
8247;10004;947;60;60
8297;10004;947;60;60
8348;10004;947;60;60
8398;10004;947;60;60
8448;10004;947;60;60
8499;10004;947;60;60
8549;10004;947;60;60
8599;10004;947;60;60
8649;10004;947;60;60
8700;10004;947;60;60
8750;10004;947;60;60
8800;10004;947;60;60
8851;10004;947;60;60
8901;10004;947;60;60
8951;10004;947;60;60
9001;10004;947;60;60
9052;10004;947;60;60
9102;10004;947;12;12
9152;10004;947;60;60
9202;10004;947;60;60
9253;10004;947;60;60
9303;10004;947;60;60
9353;10004;947;60;60
9404;10004;947;60;60
9454;10004;947;60;60
9504;10004;947;60;60
9554;10004;947;60;60
9605;10004;947;60;60
9655;10004;947;60;60
9705;10004;947;60;60
9756;10004;947;60;60
9806;10004;947;60;60
9856;10004;947;60;60
9906;10004;947;60;60
9957;10004;947;60;60
1;10005;947;308;308
51;10005;947;308;308
102;10005;947;308;308
152;10005;947;308;308
202;10005;947;308;308
252;10005;947;308;308
303;10005;947;308;308
353;10005;947;308;308
403;10005;947;308;308
454;10005;947;308;308
504;10005;947;308;308
554;10005;947;308;308
604;10005;947;308;308
655;10005;947;308;308
705;10005;947;308;308
755;10005;947;308;308
806;10005;947;308;308
856;10005;947;308;308
906;10005;947;308;308
956;10005;947;308;308
1007;10005;947;308;308
1057;10005;947;308;308
1107;10005;947;308;308
1157;10005;947;308;308
1208;10005;947;308;308
1258;10005;947;308;308
1308;10005;947;308;308
1359;10005;947;308;308
1409;10005;947;308;308
1459;10005;947;308;308
1509;10005;947;308;308
1560;10005;947;308;308
1610;10005;947;28;28
1660;10005;947;308;308
1711;10005;947;44;44
1761;10005;947;308;308
1811;10005;947;308;308
1861;10005;947;308;308
1912;10005;947;308;308
1962;10005;947;308;308
2012;10005;947;308;308
2063;10005;947;308;308
2113;10005;947;308;308
2163;10005;947;308;308
2213;10005;947;308;308
2264;10005;947;308;308
2314;10005;947;308;308
2364;10005;947;308;308
2415;10005;947;28;28
2465;10005;947;22;22
2515;10005;947;308;308
2565;10005;947;308;308
2616;10005;947;308;308
2666;10005;947;308;308
2716;10005;947;308;308
2766;10005;947;308;308
2817;10005;947;308;308
2867;10005;947;308;308
2917;10005;947;308;308
2968;10005;947;308;308
3018;10005;947;308;308
3068;10005;947;308;308
3118;10005;947;308;308
3169;10005;947;308;308
3219;10005;947;44;44
3269;10005;947;308;308
3320;10005;947;308;308
3370;10005;947;308;308
3420;10005;947;308;308
3470;10005;947;308;308
3521;10005;947;308;308
3571;10005;947;308;308
3621;10005;947;308;308
3672;10005;947;308;308
3722;10005;947;308;308
3772;10005;947;28;28
3822;10005;947;308;308
3873;10005;947;308;308
3923;10005;947;308;308
3973;10005;947;44;44
4024;10005;947;308;308
4074;10005;947;308;308
4124;10005;947;308;308
4174;10005;947;308;308
4225;10005;947;308;308
4275;10005;947;308;308
4325;10005;947;308;308
4375;10005;947;308;308
4426;10005;947;308;308
4476;10005;947;308;308
4526;10005;947;308;308
4577;10005;947;28;28
4627;10005;947;308;308
4677;10005;947;308;308
4727;10005;947;44;44
4778;10005;947;308;308
4828;10005;947;308;308
4878;10005;947;308;308
4929;10005;947;308;308
4979;10005;947;308;308
5029;10005;947;308;308
5079;10005;947;308;308
5130;10005;947;308;308
5180;10005;947;308;308
5230;10005;947;308;308
5281;10005;947;308;308
5331;10005;947;308;308
5381;10005;947;308;308
5431;10005;947;308;308
5482;10005;947;308;308
5532;10005;947;308;308
5582;10005;947;308;308
5633;10005;947;308;308
5683;10005;947;308;308
5733;10005;947;308;308
5783;10005;947;308;308
5834;10005;947;308;308
5884;10005;947;308;308
5934;10005;947;28;28
5984;10005;947;308;308
6035;10005;947;308;308
6085;10005;947;308;308
6135;10005;947;308;308
6186;10005;947;308;308
6236;10005;947;308;308
6286;10005;947;308;308
6336;10005;947;308;308
6387;10005;947;308;308
6437;10005;947;308;308
6487;10005;947;308;308
6538;10005;947;308;308
6588;10005;947;308;308
6638;10005;947;308;308
6688;10005;947;308;308
6739;10005;947;28;28
6789;10005;947;308;308
6839;10005;947;308;308
6890;10005;947;308;308
6940;10005;947;308;308
6990;10005;947;308;308
7040;10005;947;308;308
7091;10005;947;308;308
7141;10005;947;308;308
7191;10005;947;308;308
7242;10005;947;308;308
7292;10005;947;308;308
7342;10005;947;308;308
7392;10005;947;308;308
7443;10005;947;308;308
7493;10005;947;308;308
7543;10005;947;308;308
7593;10005;947;308;308
7644;10005;947;308;308
7694;10005;947;308;308
7744;10005;947;308;308
7795;10005;947;308;308
7845;10005;947;308;308
7895;10005;947;308;308
7945;10005;947;308;308
7996;10005;947;308;308
8046;10005;947;308;308
8096;10005;947;28;28
8147;10005;947;308;308
8197;10005;947;308;308
8247;10005;947;308;308
8297;10005;947;308;308
8348;10005;947;308;308
8398;10005;947;308;308
8448;10005;947;308;308
8499;10005;947;308;308
8549;10005;947;308;308
8599;10005;947;308;308
8649;10005;947;308;308
8700;10005;947;11;11
8750;10005;947;308;308
8800;10005;947;308;308
8851;10005;947;308;308
8901;10005;947;28;28
8951;10005;947;308;308
9001;10005;947;308;308
9052;10005;947;308;308
9102;10005;947;308;308
9152;10005;947;308;308
9202;10005;947;308;308
9253;10005;947;308;308
9303;10005;947;308;308
9353;10005;947;308;308
9404;10005;947;308;308
9454;10005;947;44;44
9504;10005;947;308;308
9554;10005;947;308;308
9605;10005;947;308;308
9655;10005;947;308;308
9705;10005;947;308;308
9756;10005;947;308;308
9806;10005;947;308;308
9856;10005;947;308;308
9906;10005;947;308;308
9957;10005;947;308;308
1;10006;947;2501;2501
51;10006;947;2501;2501
102;10006;947;2501;2501
152;10006;947;2501;2501
202;10006;947;2501;2501
252;10006;947;2501;2501
303;10006;947;2501;2501
353;10006;947;2501;2501
403;10006;947;2501;2501
454;10006;947;2501;2501
504;10006;947;2501;2501
554;10006;947;2501;2501
604;10006;947;2501;2501
655;10006;947;2501;2501
705;10006;947;2501;2501
755;10006;947;2501;2501
806;10006;947;2501;2501
856;10006;947;2501;2501
906;10006;947;2501;2501
956;10006;947;2501;2501
1007;10006;947;2501;2501
1057;10006;947;2501;2501
1107;10006;947;2501;2501
1157;10006;947;2501;2501
1208;10006;947;2501;2501
1258;10006;947;2501;2501
1308;10006;947;2501;2501
1359;10006;947;2501;2501
1409;10006;947;2501;2501
1459;10006;947;2501;2501
1509;10006;947;2501;2501
1560;10006;947;2501;2501
1610;10006;947;2501;2501
1660;10006;947;2501;2501
1711;10006;947;2501;2501
1761;10006;947;2501;2501
1811;10006;947;2501;2501
1861;10006;947;2501;2501
1912;10006;947;2501;2501
1962;10006;947;2501;2501
2012;10006;947;2501;2501
2063;10006;947;2501;2501
2113;10006;947;2501;2501
2163;10006;947;2501;2501
2213;10006;947;2501;2501
2264;10006;947;2501;2501
2314;10006;947;2501;2501
2364;10006;947;2501;2501
2415;10006;947;2501;2501
2465;10006;947;2501;2501
2515;10006;947;2501;2501
2565;10006;947;2501;2501
2616;10006;947;2501;2501
2666;10006;947;2501;2501
2716;10006;947;2501;2501
2766;10006;947;2501;2501
2817;10006;947;2501;2501
2867;10006;947;2501;2501
2917;10006;947;2501;2501
2968;10006;947;2501;2501
3018;10006;947;2501;2501
3068;10006;947;2501;2501
3118;10006;947;2501;2501
3169;10006;947;2501;2501
3219;10006;947;2501;2501
3269;10006;947;2501;2501
3320;10006;947;2501;2501
3370;10006;947;2501;2501
3420;10006;947;2501;2501
3470;10006;947;2501;2501
3521;10006;947;2501;2501
3571;10006;947;2501;2501
3621;10006;947;2501;2501
3672;10006;947;2501;2501
3722;10006;947;2501;2501
3772;10006;947;2501;2501
3822;10006;947;2501;2501
3873;10006;947;2501;2501
3923;10006;947;2501;2501
3973;10006;947;2501;2501
4024;10006;947;2501;2501
4074;10006;947;2501;2501
4124;10006;947;2501;2501
4174;10006;947;2501;2501
4225;10006;947;2501;2501
4275;10006;947;2501;2501
4325;10006;947;2501;2501
4375;10006;947;2501;2501
4426;10006;947;2501;2501
4476;10006;947;2501;2501
4526;10006;947;2501;2501
4577;10006;947;2501;2501
4627;10006;947;2501;2501
4677;10006;947;2501;2501
4727;10006;947;2501;2501
4778;10006;947;2501;2501
4828;10006;947;2501;2501
4878;10006;947;2501;2501
4929;10006;947;2501;2501
4979;10006;947;2501;2501
5029;10006;947;2501;2501
5079;10006;947;2501;2501
5130;10006;947;2501;2501
5180;10006;947;2501;2501
5230;10006;947;2501;2501
5281;10006;947;2501;2501
5331;10006;947;2501;2501
5381;10006;947;2501;2501
5431;10006;947;2501;2501
5482;10006;947;2501;2501
5532;10006;947;2501;2501
5582;10006;947;2501;2501
5633;10006;947;2501;2501
5683;10006;947;2501;2501
5733;10006;947;2501;2501
5783;10006;947;2501;2501
5834;10006;947;2501;2501
5884;10006;947;2501;2501
5934;10006;947;2501;2501
5984;10006;947;2501;2501
6035;10006;947;2501;2501
6085;10006;947;2501;2501
6135;10006;947;2501;2501
6186;10006;947;2501;2501
6236;10006;947;2501;2501
6286;10006;947;2501;2501
6336;10006;947;2501;2501
6387;10006;947;2501;2501
6437;10006;947;2501;2501
6487;10006;947;2501;2501
6538;10006;947;2501;2501
6588;10006;947;2501;2501
6638;10006;947;2501;2501
6688;10006;947;2501;2501
6739;10006;947;2501;2501
6789;10006;947;2501;2501
6839;10006;947;2501;2501
6890;10006;947;2501;2501
6940;10006;947;2501;2501
6990;10006;947;2501;2501
7040;10006;947;2501;2501
7091;10006;947;2501;2501
7141;10006;947;2501;2501
7191;10006;947;2501;2501
7242;10006;947;2501;2501
7292;10006;947;2501;2501
7342;10006;947;2501;2501
7392;10006;947;2501;2501
7443;10006;947;2501;2501
7493;10006;947;2501;2501
7543;10006;947;2501;2501
7593;10006;947;2501;2501
7644;10006;947;2501;2501
7694;10006;947;2501;2501
7744;10006;947;2501;2501
7795;10006;947;2501;2501
7845;10006;947;2501;2501
7895;10006;947;2501;2501
7945;10006;947;2501;2501
7996;10006;947;2501;2501
8046;10006;947;2501;2501
8096;10006;947;2501;2501
8147;10006;947;2501;2501
8197;10006;947;2501;2501
8247;10006;947;2501;2501
8297;10006;947;2501;2501
8348;10006;947;2501;2501
8398;10006;947;2501;2501
8448;10006;947;2501;2501
8499;10006;947;2501;2501
8549;10006;947;2501;2501
8599;10006;947;2501;2501
8649;10006;947;2501;2501
8700;10006;947;2501;2501
8750;10006;947;2501;2501
8800;10006;947;2501;2501
8851;10006;947;2501;2501
8901;10006;947;2501;2501
8951;10006;947;2501;2501
9001;10006;947;2501;2501
9052;10006;947;2501;2501
9102;10006;947;2501;2501
9152;10006;947;2501;2501
9202;10006;947;2501;2501
9253;10006;947;2501;2501
9303;10006;947;2501;2501
9353;10006;947;2501;2501
9404;10006;947;2501;2501
9454;10006;947;2501;2501
9504;10006;947;2501;2501
9554;10006;947;2501;2501
9605;10006;947;2501;2501
9655;10006;947;2501;2501
9705;10006;947;2501;2501
9756;10006;947;2501;2501
9806;10006;947;2501;2501
9856;10006;947;2501;2501
9906;10006;947;2501;2501
9957;10006;947;2501;2501
1;10007;947;5003;5003
51;10007;947;5003;5003
102;10007;947;5003;5003
152;10007;947;5003;5003
202;10007;947;5003;5003
252;10007;947;5003;5003
303;10007;947;5003;5003
353;10007;947;5003;5003
403;10007;947;5003;5003
454;10007;947;5003;5003
504;10007;947;5003;5003
554;10007;947;5003;5003
604;10007;947;5003;5003
655;10007;947;5003;5003
705;10007;947;5003;5003
755;10007;947;5003;5003
806;10007;947;5003;5003
856;10007;947;5003;5003
906;10007;947;5003;5003
956;10007;947;5003;5003
1007;10007;947;5003;5003
1057;10007;947;5003;5003
1107;10007;947;5003;5003
1157;10007;947;5003;5003
1208;10007;947;5003;5003
1258;10007;947;5003;5003
1308;10007;947;5003;5003
1359;10007;947;5003;5003
1409;10007;947;5003;5003
1459;10007;947;5003;5003
1509;10007;947;5003;5003
1560;10007;947;5003;5003
1610;10007;947;5003;5003
1660;10007;947;5003;5003
1711;10007;947;5003;5003
1761;10007;947;5003;5003
1811;10007;947;5003;5003
1861;10007;947;5003;5003
1912;10007;947;5003;5003
1962;10007;947;5003;5003
2012;10007;947;5003;5003
2063;10007;947;5003;5003
2113;10007;947;5003;5003
2163;10007;947;5003;5003
2213;10007;947;5003;5003
2264;10007;947;5003;5003
2314;10007;947;5003;5003
2364;10007;947;5003;5003
2415;10007;947;5003;5003
2465;10007;947;5003;5003
2515;10007;947;5003;5003
2565;10007;947;5003;5003
2616;10007;947;5003;5003
2666;10007;947;5003;5003
2716;10007;947;5003;5003
2766;10007;947;5003;5003
2817;10007;947;5003;5003
2867;10007;947;5003;5003
2917;10007;947;5003;5003
2968;10007;947;5003;5003
3018;10007;947;5003;5003
3068;10007;947;5003;5003
3118;10007;947;5003;5003
3169;10007;947;5003;5003
3219;10007;947;5003;5003
3269;10007;947;5003;5003
3320;10007;947;5003;5003
3370;10007;947;5003;5003
3420;10007;947;5003;5003
3470;10007;947;5003;5003
3521;10007;947;5003;5003
3571;10007;947;5003;5003
3621;10007;947;5003;5003
3672;10007;947;5003;5003
3722;10007;947;5003;5003
3772;10007;947;5003;5003
3822;10007;947;5003;5003
3873;10007;947;5003;5003
3923;10007;947;5003;5003
3973;10007;947;5003;5003
4024;10007;947;5003;5003
4074;10007;947;5003;5003
4124;10007;947;5003;5003
4174;10007;947;5003;5003
4225;10007;947;5003;5003
4275;10007;947;5003;5003
4325;10007;947;5003;5003
4375;10007;947;5003;5003
4426;10007;947;5003;5003
4476;10007;947;5003;5003
4526;10007;947;5003;5003
4577;10007;947;5003;5003
4627;10007;947;5003;5003
4677;10007;947;5003;5003
4727;10007;947;5003;5003
4778;10007;947;5003;5003
4828;10007;947;5003;5003
4878;10007;947;5003;5003
4929;10007;947;5003;5003
4979;10007;947;5003;5003
5029;10007;947;5003;5003
5079;10007;947;5003;5003
5130;10007;947;5003;5003
5180;10007;947;5003;5003
5230;10007;947;5003;5003
5281;10007;947;5003;5003
5331;10007;947;5003;5003
5381;10007;947;5003;5003
5431;10007;947;5003;5003
5482;10007;947;5003;5003
5532;10007;947;5003;5003
5582;10007;947;5003;5003
5633;10007;947;5003;5003
5683;10007;947;5003;5003
5733;10007;947;5003;5003
5783;10007;947;5003;5003
5834;10007;947;5003;5003
5884;10007;947;5003;5003
5934;10007;947;5003;5003
5984;10007;947;5003;5003
6035;10007;947;5003;5003
6085;10007;947;5003;5003
6135;10007;947;5003;5003
6186;10007;947;5003;5003
6236;10007;947;5003;5003
6286;10007;947;5003;5003
6336;10007;947;5003;5003
6387;10007;947;5003;5003
6437;10007;947;5003;5003
6487;10007;947;5003;5003
6538;10007;947;5003;5003
6588;10007;947;5003;5003
6638;10007;947;5003;5003
6688;10007;947;5003;5003
6739;10007;947;5003;5003
6789;10007;947;5003;5003
6839;10007;947;5003;5003
6890;10007;947;5003;5003
6940;10007;947;5003;5003
6990;10007;947;5003;5003
7040;10007;947;5003;5003
7091;10007;947;5003;5003
7141;10007;947;5003;5003
7191;10007;947;5003;5003
7242;10007;947;5003;5003
7292;10007;947;5003;5003
7342;10007;947;5003;5003
7392;10007;947;5003;5003
7443;10007;947;5003;5003
7493;10007;947;5003;5003
7543;10007;947;5003;5003
7593;10007;947;5003;5003
7644;10007;947;5003;5003
7694;10007;947;5003;5003
7744;10007;947;5003;5003
7795;10007;947;5003;5003
7845;10007;947;5003;5003
7895;10007;947;5003;5003
7945;10007;947;5003;5003
7996;10007;947;5003;5003
8046;10007;947;5003;5003
8096;10007;947;5003;5003
8147;10007;947;5003;5003
8197;10007;947;5003;5003
8247;10007;947;5003;5003
8297;10007;947;5003;5003
8348;10007;947;5003;5003
8398;10007;947;5003;5003
8448;10007;947;5003;5003
8499;10007;947;5003;5003
8549;10007;947;5003;5003
8599;10007;947;5003;5003
8649;10007;947;5003;5003
8700;10007;947;5003;5003
8750;10007;947;5003;5003
8800;10007;947;5003;5003
8851;10007;947;5003;5003
