u_i;p;M;L;l.1
8800;10006;1;1;1
8851;10006;1;1;1
8901;10006;1;1;1
8951;10006;1;1;1
9001;10006;1;1;1
9052;10006;1;1;1
9102;10006;1;1;1
9152;10006;1;1;1
9202;10006;1;1;1
9253;10006;1;1;1
9303;10006;1;1;1
9353;10006;1;1;1
9404;10006;1;1;1
9454;10006;1;1;1
9504;10006;1;1;1
9554;10006;1;1;1
9605;10006;1;1;1
9655;10006;1;1;1
9705;10006;1;1;1
9756;10006;1;1;1
9806;10006;1;1;1
9856;10006;1;1;1
9906;10006;1;1;1
9957;10006;1;1;1
1;10007;1;1;1
51;10007;1;1;1
102;10007;1;1;1
152;10007;1;1;1
202;10007;1;1;1
252;10007;1;1;1
303;10007;1;1;1
353;10007;1;1;1
403;10007;1;1;1
454;10007;1;1;1
504;10007;1;1;1
554;10007;1;1;1
604;10007;1;1;1
655;10007;1;1;1
705;10007;1;1;1
755;10007;1;1;1
806;10007;1;1;1
856;10007;1;1;1
906;10007;1;1;1
956;10007;1;1;1
1007;10007;1;1;1
1057;10007;1;1;1
1107;10007;1;1;1
1157;10007;1;1;1
1208;10007;1;1;1
1258;10007;1;1;1
1308;10007;1;1;1
1359;10007;1;1;1
1409;10007;1;1;1
1459;10007;1;1;1
1509;10007;1;1;1
1560;10007;1;1;1
1610;10007;1;1;1
1660;10007;1;1;1
1711;10007;1;1;1
1761;10007;1;1;1
1811;10007;1;1;1
1861;10007;1;1;1
1912;10007;1;1;1
1962;10007;1;1;1
2012;10007;1;1;1
2063;10007;1;1;1
2113;10007;1;1;1
2163;10007;1;1;1
2213;10007;1;1;1
2264;10007;1;1;1
2314;10007;1;1;1
2364;10007;1;1;1
2415;10007;1;1;1
2465;10007;1;1;1
2515;10007;1;1;1
2565;10007;1;1;1
2616;10007;1;1;1
2666;10007;1;1;1
2716;10007;1;1;1
2766;10007;1;1;1
2817;10007;1;1;1
2867;10007;1;1;1
2917;10007;1;1;1
2968;10007;1;1;1
3018;10007;1;1;1
3068;10007;1;1;1
3118;10007;1;1;1
3169;10007;1;1;1
3219;10007;1;1;1
3269;10007;1;1;1
3320;10007;1;1;1
3370;10007;1;1;1
3420;10007;1;1;1
3470;10007;1;1;1
3521;10007;1;1;1
3571;10007;1;1;1
3621;10007;1;1;1
3672;10007;1;1;1
3722;10007;1;1;1
3772;10007;1;1;1
3822;10007;1;1;1
3873;10007;1;1;1
3923;10007;1;1;1
3973;10007;1;1;1
4024;10007;1;1;1
4074;10007;1;1;1
4124;10007;1;1;1
4174;10007;1;1;1
4225;10007;1;1;1
4275;10007;1;1;1
4325;10007;1;1;1
4375;10007;1;1;1
4426;10007;1;1;1
4476;10007;1;1;1
4526;10007;1;1;1
4577;10007;1;1;1
4627;10007;1;1;1
4677;10007;1;1;1
4727;10007;1;1;1
4778;10007;1;1;1
4828;10007;1;1;1
4878;10007;1;1;1
4929;10007;1;1;1
4979;10007;1;1;1
5029;10007;1;1;1
5079;10007;1;1;1
5130;10007;1;1;1
5180;10007;1;1;1
5230;10007;1;1;1
5281;10007;1;1;1
5331;10007;1;1;1
5381;10007;1;1;1
5431;10007;1;1;1
5482;10007;1;1;1
5532;10007;1;1;1
5582;10007;1;1;1
5633;10007;1;1;1
5683;10007;1;1;1
5733;10007;1;1;1
5783;10007;1;1;1
5834;10007;1;1;1
5884;10007;1;1;1
5934;10007;1;1;1
5984;10007;1;1;1
6035;10007;1;1;1
6085;10007;1;1;1
6135;10007;1;1;1
6186;10007;1;1;1
6236;10007;1;1;1
6286;10007;1;1;1
6336;10007;1;1;1
6387;10007;1;1;1
6437;10007;1;1;1
6487;10007;1;1;1
6538;10007;1;1;1
6588;10007;1;1;1
6638;10007;1;1;1
6688;10007;1;1;1
6739;10007;1;1;1
6789;10007;1;1;1
6839;10007;1;1;1
6890;10007;1;1;1
6940;10007;1;1;1
6990;10007;1;1;1
7040;10007;1;1;1
7091;10007;1;1;1
7141;10007;1;1;1
7191;10007;1;1;1
7242;10007;1;1;1
7292;10007;1;1;1
7342;10007;1;1;1
7392;10007;1;1;1
7443;10007;1;1;1
7493;10007;1;1;1
7543;10007;1;1;1
7593;10007;1;1;1
7644;10007;1;1;1
7694;10007;1;1;1
7744;10007;1;1;1
7795;10007;1;1;1
7845;10007;1;1;1
7895;10007;1;1;1
7945;10007;1;1;1
7996;10007;1;1;1
8046;10007;1;1;1
8096;10007;1;1;1
8147;10007;1;1;1
8197;10007;1;1;1
8247;10007;1;1;1
8297;10007;1;1;1
8348;10007;1;1;1
8398;10007;1;1;1
8448;10007;1;1;1
8499;10007;1;1;1
8549;10007;1;1;1
8599;10007;1;1;1
8649;10007;1;1;1
8700;10007;1;1;1
8750;10007;1;1;1
8800;10007;1;1;1
8851;10007;1;1;1
8901;10007;1;1;1
8951;10007;1;1;1
9001;10007;1;1;1
9052;10007;1;1;1
9102;10007;1;1;1
9152;10007;1;1;1
9202;10007;1;1;1
9253;10007;1;1;1
9303;10007;1;1;1
9353;10007;1;1;1
9404;10007;1;1;1
9454;10007;1;1;1
9504;10007;1;1;1
9554;10007;1;1;1
9605;10007;1;1;1
9655;10007;1;1;1
9705;10007;1;1;1
9756;10007;1;1;1
9806;10007;1;1;1
9856;10007;1;1;1
9906;10007;1;1;1
9957;10007;1;1;1
1;10001;54;1224;1224
51;10001;54;1224;1224
102;10001;54;1224;1224
152;10001;54;1224;1224
202;10001;54;1224;1224
252;10001;54;1224;1224
303;10001;54;1224;1224
353;10001;54;1224;1224
403;10001;54;1224;1224
454;10001;54;1224;1224
504;10001;54;1224;1224
554;10001;54;1224;1224
604;10001;54;1224;1224
655;10001;54;1224;1224
705;10001;54;1224;1224
755;10001;54;1224;1224
806;10001;54;1224;1224
856;10001;54;1224;1224
906;10001;54;1224;1224
956;10001;54;1224;1224
1007;10001;54;1224;1224
1057;10001;54;1224;1224
1107;10001;54;1224;1224
1157;10001;54;1224;1224
1208;10001;54;1224;1224
1258;10001;54;1224;1224
1308;10001;54;1224;1224
1359;10001;54;1224;1224
1409;10001;54;1224;1224
1459;10001;54;1224;1224
1509;10001;54;1224;1224
1560;10001;54;1224;1224
1610;10001;54;1224;1224
1660;10001;54;1224;1224
1711;10001;54;1224;1224
1761;10001;54;1224;1224
1811;10001;54;1224;1224
1861;10001;54;1224;1224
1912;10001;54;1224;1224
1962;10001;54;1224;1224
2012;10001;54;1224;1224
2063;10001;54;1224;1224
2113;10001;54;1224;1224
2163;10001;54;1224;1224
2213;10001;54;1224;1224
2264;10001;54;1224;1224
2314;10001;54;1224;1224
2364;10001;54;1224;1224
2415;10001;54;1224;1224
2465;10001;54;1224;1224
2515;10001;54;1224;1224
2565;10001;54;1224;1224
2616;10001;54;1224;1224
2666;10001;54;1224;1224
2716;10001;54;1224;1224
2766;10001;54;1224;1224
2817;10001;54;1224;1224
2867;10001;54;1224;1224
2917;10001;54;1224;1224
2968;10001;54;1224;1224
3018;10001;54;1224;1224
3068;10001;54;1224;1224
3118;10001;54;1224;1224
3169;10001;54;1224;1224
3219;10001;54;1224;1224
3269;10001;54;1224;1224
3320;10001;54;1224;1224
3370;10001;54;1224;1224
3420;10001;54;1224;1224
3470;10001;54;1224;1224
3521;10001;54;1224;1224
3571;10001;54;1224;1224
3621;10001;54;1224;1224
3672;10001;54;1224;1224
3722;10001;54;1224;1224
3772;10001;54;1224;1224
3822;10001;54;1224;1224
3873;10001;54;1224;1224
3923;10001;54;1224;1224
3973;10001;54;36;36
4024;10001;54;1224;1224
4074;10001;54;1224;1224
4124;10001;54;1224;1224
4174;10001;54;1224;1224
4225;10001;54;1224;1224
4275;10001;54;1224;1224
4325;10001;54;1224;1224
4375;10001;54;1224;1224
4426;10001;54;1224;1224
4476;10001;54;1224;1224
4526;10001;54;136;136
4577;10001;54;1224;1224
4627;10001;54;1224;1224
4677;10001;54;1224;1224
4727;10001;54;1224;1224
4778;10001;54;1224;1224
4828;10001;54;1224;1224
4878;10001;54;1224;1224
4929;10001;54;1224;1224
4979;10001;54;1224;1224
5029;10001;54;1224;1224
5079;10001;54;1224;1224
5130;10001;54;1224;1224
5180;10001;54;1224;1224
5230;10001;54;1224;1224
5281;10001;54;1224;1224
5331;10001;54;1224;1224
5381;10001;54;1224;1224
5431;10001;54;1224;1224
5482;10001;54;1224;1224
5532;10001;54;1224;1224
5582;10001;54;1224;1224
5633;10001;54;1224;1224
5683;10001;54;1224;1224
5733;10001;54;1224;1224
5783;10001;54;1224;1224
5834;10001;54;1224;1224
5884;10001;54;1224;1224
5934;10001;54;1224;1224
5984;10001;54;1224;1224
6035;10001;54;1224;1224
6085;10001;54;1224;1224
6135;10001;54;1224;1224
6186;10001;54;1224;1224
6236;10001;54;1224;1224
6286;10001;54;1224;1224
6336;10001;54;1224;1224
6387;10001;54;1224;1224
6437;10001;54;1224;1224
6487;10001;54;1224;1224
6538;10001;54;1224;1224
6588;10001;54;1224;1224
6638;10001;54;1224;1224
6688;10001;54;1224;1224
6739;10001;54;1224;1224
6789;10001;54;136;136
6839;10001;54;1224;1224
6890;10001;54;1224;1224
6940;10001;54;1224;1224
6990;10001;54;1224;1224
7040;10001;54;1224;1224
7091;10001;54;1224;1224
7141;10001;54;1224;1224
7191;10001;54;1224;1224
7242;10001;54;1224;1224
7292;10001;54;1224;1224
7342;10001;54;1224;1224
7392;10001;54;1224;1224
7443;10001;54;1224;1224
7493;10001;54;1224;1224
7543;10001;54;1224;1224
7593;10001;54;1224;1224
7644;10001;54;1224;1224
7694;10001;54;1224;1224
7744;10001;54;1224;1224
7795;10001;54;1224;1224
7845;10001;54;1224;1224
7895;10001;54;1224;1224
7945;10001;54;1224;1224
7996;10001;54;1224;1224
8046;10001;54;1224;1224
8096;10001;54;1224;1224
8147;10001;54;1224;1224
8197;10001;54;1224;1224
8247;10001;54;1224;1224
8297;10001;54;1224;1224
8348;10001;54;1224;1224
8398;10001;54;1224;1224
8448;10001;54;1224;1224
8499;10001;54;1224;1224
8549;10001;54;1224;1224
8599;10001;54;1224;1224
8649;10001;54;1224;1224
8700;10001;54;1224;1224
8750;10001;54;1224;1224
8800;10001;54;1224;1224
8851;10001;54;1224;1224
8901;10001;54;1224;1224
8951;10001;54;1224;1224
9001;10001;54;1224;1224
9052;10001;54;136;136
9102;10001;54;1224;1224
9152;10001;54;1224;1224
9202;10001;54;1224;1224
9253;10001;54;1224;1224
9303;10001;54;1224;1224
9353;10001;54;1224;1224
9404;10001;54;1224;1224
9454;10001;54;1224;1224
9504;10001;54;1224;1224
9554;10001;54;1224;1224
9605;10001;54;1224;1224
9655;10001;54;1224;1224
9705;10001;54;1224;1224
9756;10001;54;1224;1224
9806;10001;54;1224;1224
9856;10001;54;1224;1224
9906;10001;54;1224;1224
9957;10001;54;1224;1224
1;10002;54;1667;1666
51;10002;54;1667;1666
102;10002;54;1666;1666
152;10002;54;1667;1666
202;10002;54;1667;1666
252;10002;54;1666;1666
303;10002;54;1667;1666
353;10002;54;1667;1666
403;10002;54;1667;1666
454;10002;54;1667;1666
504;10002;54;1666;1666
554;10002;54;1667;1666
604;10002;54;1667;1666
655;10002;54;1667;1666
705;10002;54;1667;1666
755;10002;54;1667;1666
806;10002;54;1667;1666
856;10002;54;1667;1666
906;10002;54;1666;1666
956;10002;54;1667;1666
1007;10002;54;1667;1666
1057;10002;54;1667;1666
1107;10002;54;1667;1666
1157;10002;54;1667;1666
1208;10002;54;1667;1666
1258;10002;54;1667;1666
1308;10002;54;1666;1666
1359;10002;54;1667;1666
1409;10002;54;1667;1666
1459;10002;54;1667;1666
1509;10002;54;1667;1666
1560;10002;54;1666;1666
1610;10002;54;1667;1666
1660;10002;54;1667;1666
1711;10002;54;1667;1666
1761;10002;54;1667;1666
1811;10002;54;1667;1666
1861;10002;54;1667;1666
1912;10002;54;1667;1666
1962;10002;54;1666;1666
2012;10002;54;1667;1666
2063;10002;54;1667;1666
2113;10002;54;1667;1666
2163;10002;54;1667;1666
2213;10002;54;1667;1666
2264;10002;54;1667;1666
2314;10002;54;1667;1666
2364;10002;54;1666;1666
2415;10002;54;1667;1666
2465;10002;54;1667;1666
2515;10002;54;1667;1666
2565;10002;54;1667;1666
2616;10002;54;1666;1666
2666;10002;54;1667;1666
2716;10002;54;1667;1666
2766;10002;54;1666;1666
2817;10002;54;1667;1666
2867;10002;54;1667;1666
2917;10002;54;1667;1666
2968;10002;54;1667;1666
3018;10002;54;1666;1666
3068;10002;54;1667;1666
3118;10002;54;1667;1666
3169;10002;54;1667;1666
3219;10002;54;1667;1666
3269;10002;54;1667;1666
3320;10002;54;1667;1666
3370;10002;54;1667;1666
3420;10002;54;1666;1666
3470;10002;54;1667;1666
3521;10002;54;1667;1666
3571;10002;54;1667;1666
3621;10002;54;1667;1666
3672;10002;54;1666;1666
3722;10002;54;1667;1666
3772;10002;54;1667;1666
3822;10002;54;1666;1666
3873;10002;54;1667;1666
3923;10002;54;1667;1666
3973;10002;54;1667;1666
4024;10002;54;1667;1666
4074;10002;54;1666;1666
4124;10002;54;1667;1666
4174;10002;54;1667;1666
4225;10002;54;1667;1666
4275;10002;54;1667;1666
4325;10002;54;1667;1666
4375;10002;54;1667;1666
4426;10002;54;1667;1666
4476;10002;54;1666;1666
4526;10002;54;1667;1666
4577;10002;54;1667;1666
4627;10002;54;1667;1666
4677;10002;54;1667;1666
4727;10002;54;1667;1666
4778;10002;54;1667;1666
4828;10002;54;1667;1666
4878;10002;54;1666;1666
4929;10002;54;1667;1666
4979;10002;54;1667;1666
5029;10002;54;1667;1666
5079;10002;54;1667;1666
5130;10002;54;1666;1666
5180;10002;54;1667;1666
5230;10002;54;1667;1666
5281;10002;54;1667;1666
5331;10002;54;1667;1666
5381;10002;54;1667;1666
5431;10002;54;1667;1666
5482;10002;54;1667;1666
5532;10002;54;1666;1666
5582;10002;54;1667;1666
5633;10002;54;1667;1666
5683;10002;54;1667;1666
5733;10002;54;1667;1666
5783;10002;54;1667;1666
5834;10002;54;1667;1666
5884;10002;54;1667;1666
5934;10002;54;1666;1666
5984;10002;54;1667;1666
6035;10002;54;1667;1666
6085;10002;54;1667;1666
6135;10002;54;1667;1666
6186;10002;54;1666;1666
6236;10002;54;1667;1666
6286;10002;54;1667;1666
6336;10002;54;1666;1666
6387;10002;54;1667;1666
6437;10002;54;1667;1666
6487;10002;54;1667;1666
6538;10002;54;1667;1666
6588;10002;54;1666;1666
6638;10002;54;1667;1666
6688;10002;54;1667;1666
6739;10002;54;1667;1666
6789;10002;54;1667;1666
6839;10002;54;1667;1666
6890;10002;54;1667;1666
6940;10002;54;1667;1666
6990;10002;54;1666;1666
7040;10002;54;1667;1666
7091;10002;54;1667;1666
7141;10002;54;1667;1666
7191;10002;54;1667;1666
7242;10002;54;1666;1666
7292;10002;54;1667;1666
7342;10002;54;1667;1666
7392;10002;54;1666;1666
7443;10002;54;1667;1666
7493;10002;54;1667;1666
7543;10002;54;1667;1666
7593;10002;54;1667;1666
7644;10002;54;1666;1666
7694;10002;54;1667;1666
7744;10002;54;1667;1666
7795;10002;54;1667;1666
7845;10002;54;1667;1666
7895;10002;54;1667;1666
7945;10002;54;1667;1666
7996;10002;54;1667;1666
8046;10002;54;1666;1666
8096;10002;54;1667;1666
8147;10002;54;1667;1666
8197;10002;54;1667;1666
8247;10002;54;1667;1666
8297;10002;54;1667;1666
8348;10002;54;1667;1666
8398;10002;54;1667;1666
8448;10002;54;1666;1666
8499;10002;54;1667;1666
8549;10002;54;1667;1666
8599;10002;54;1667;1666
8649;10002;54;1667;1666
8700;10002;54;1666;1666
8750;10002;54;1667;1666
8800;10002;54;1667;1666
8851;10002;54;1667;1666
8901;10002;54;1667;1666
8951;10002;54;1667;1666
9001;10002;54;1667;1666
9052;10002;54;1667;1666
9102;10002;54;1666;1666
9152;10002;54;1667;1666
9202;10002;54;1667;1666
9253;10002;54;1667;1666
9303;10002;54;1667;1666
9353;10002;54;1667;1666
9404;10002;54;1667;1666
9454;10002;54;1667;1666
9504;10002;54;1666;1666
9554;10002;54;1667;1666
9605;10002;54;1667;1666
9655;10002;54;1667;1666
9705;10002;54;1667;1666
9756;10002;54;1666;1666
9806;10002;54;1667;1666
9856;10002;54;1667;1666
9906;10002;54;1666;1666
9957;10002;54;1667;1666
1;10003;54;1428;1428
51;10003;54;1428;1428
102;10003;54;1428;1428
152;10003;54;1428;1428
202;10003;54;1428;1428
252;10003;54;1428;1428
303;10003;54;1428;1428
353;10003;54;1428;1428
403;10003;54;1428;1428
454;10003;54;1428;1428
504;10003;54;1428;1428
554;10003;54;1428;1428
604;10003;54;1428;1428
655;10003;54;1428;1428
705;10003;54;1428;1428
755;10003;54;1428;1428
806;10003;54;1428;1428
856;10003;54;1428;1428
906;10003;54;1428;1428
956;10003;54;1428;1428
1007;10003;54;1428;1428
1057;10003;54;1428;1428
1107;10003;54;1428;1428
1157;10003;54;1428;1428
1208;10003;54;1428;1428
1258;10003;54;1428;1428
1308;10003;54;1428;1428
1359;10003;54;1428;1428
1409;10003;54;1428;1428
1459;10003;54;1428;1428
1509;10003;54;1428;1428
1560;10003;54;1428;1428
1610;10003;54;1428;1428
1660;10003;54;1428;1428
1711;10003;54;1428;1428
1761;10003;54;1428;1428
1811;10003;54;1428;1428
1861;10003;54;1428;1428
1912;10003;54;1428;1428
1962;10003;54;1428;1428
2012;10003;54;1428;1428
2063;10003;54;1428;1428
2113;10003;54;1428;1428
2163;10003;54;1428;1428
2213;10003;54;1428;1428
2264;10003;54;1428;1428
2314;10003;54;1428;1428
2364;10003;54;1428;1428
2415;10003;54;1428;1428
2465;10003;54;1428;1428
2515;10003;54;1428;1428
2565;10003;54;1428;1428
2616;10003;54;1428;1428
2666;10003;54;1428;1428
2716;10003;54;1428;1428
2766;10003;54;1428;1428
2817;10003;54;1428;1428
2867;10003;54;1428;1428
2917;10003;54;1428;1428
2968;10003;54;1428;1428
3018;10003;54;1428;1428
3068;10003;54;1428;1428
3118;10003;54;1428;1428
3169;10003;54;1428;1428
3219;10003;54;1428;1428
3269;10003;54;1428;1428
3320;10003;54;1428;1428
3370;10003;54;1428;1428
3420;10003;54;1428;1428
3470;10003;54;1428;1428
3521;10003;54;1428;1428
3571;10003;54;1428;1428
3621;10003;54;1428;1428
3672;10003;54;1428;1428
3722;10003;54;1428;1428
3772;10003;54;1428;1428
3822;10003;54;1428;1428
3873;10003;54;1428;1428
3923;10003;54;1428;1428
3973;10003;54;1428;1428
4024;10003;54;1428;1428
4074;10003;54;1428;1428
4124;10003;54;1428;1428
4174;10003;54;1428;1428
4225;10003;54;1428;1428
4275;10003;54;1428;1428
4325;10003;54;1428;1428
4375;10003;54;1428;1428
4426;10003;54;1428;1428
4476;10003;54;1428;1428
4526;10003;54;1428;1428
4577;10003;54;1428;1428
4627;10003;54;1428;1428
4677;10003;54;1428;1428
4727;10003;54;1428;1428
4778;10003;54;1428;1428
4828;10003;54;1428;1428
4878;10003;54;1428;1428
4929;10003;54;1428;1428
4979;10003;54;1428;1428
5029;10003;54;1428;1428
5079;10003;54;1428;1428
5130;10003;54;1428;1428
5180;10003;54;1428;1428
5230;10003;54;1428;1428
5281;10003;54;1428;1428
5331;10003;54;1428;1428
5381;10003;54;1428;1428
5431;10003;54;1428;1428
5482;10003;54;1428;1428
5532;10003;54;1428;1428
5582;10003;54;1428;1428
5633;10003;54;1428;1428
5683;10003;54;1428;1428
5733;10003;54;1428;1428
5783;10003;54;1428;1428
5834;10003;54;1428;1428
5884;10003;54;1428;1428
5934;10003;54;1428;1428
5984;10003;54;1428;1428
6035;10003;54;1428;1428
6085;10003;54;1428;1428
6135;10003;54;1428;1428
6186;10003;54;1428;1428
6236;10003;54;1428;1428
6286;10003;54;1428;1428
6336;10003;54;1428;1428
6387;10003;54;1428;1428
6437;10003;54;1428;1428
6487;10003;54;1428;1428
6538;10003;54;1428;1428
6588;10003;54;1428;1428
6638;10003;54;1428;1428
6688;10003;54;1428;1428
6739;10003;54;1428;1428
6789;10003;54;1428;1428
6839;10003;54;1428;1428
6890;10003;54;1428;1428
6940;10003;54;1428;1428
6990;10003;54;1428;1428
7040;10003;54;1428;1428
7091;10003;54;1428;1428
7141;10003;54;1428;1428
7191;10003;54;1428;1428
7242;10003;54;1428;1428
7292;10003;54;1428;1428
7342;10003;54;1428;1428
7392;10003;54;1428;1428
7443;10003;54;1428;1428
7493;10003;54;1428;1428
7543;10003;54;1428;1428
7593;10003;54;1428;1428
7644;10003;54;1428;1428
7694;10003;54;1428;1428
7744;10003;54;1428;1428
7795;10003;54;1428;1428
7845;10003;54;1428;1428
7895;10003;54;1428;1428
7945;10003;54;1428;1428
7996;10003;54;1428;1428
8046;10003;54;1428;1428
8096;10003;54;1428;1428
8147;10003;54;1428;1428
8197;10003;54;1428;1428
8247;10003;54;1428;1428
8297;10003;54;1428;1428
8348;10003;54;1428;1428
8398;10003;54;1428;1428
8448;10003;54;1428;1428
8499;10003;54;1428;1428
8549;10003;54;1428;1428
8599;10003;54;1428;1428
8649;10003;54;1428;1428
8700;10003;54;1428;1428
8750;10003;54;1428;1428
8800;10003;54;1428;1428
8851;10003;54;1428;1428
8901;10003;54;1428;1428
8951;10003;54;1428;1428
9001;10003;54;1428;1428
9052;10003;54;1428;1428
9102;10003;54;1428;1428
9152;10003;54;1428;1428
9202;10003;54;1428;1428
9253;10003;54;1428;1428
9303;10003;54;1428;1428
9353;10003;54;1428;1428
9404;10003;54;1428;1428
9454;10003;54;1428;1428
9504;10003;54;1428;1428
9554;10003;54;1428;1428
9605;10003;54;1428;1428
9655;10003;54;1428;1428
9705;10003;54;1428;1428
9756;10003;54;1428;1428
9806;10003;54;1428;1428
9856;10003;54;1428;1428
9906;10003;54;1428;1428
9957;10003;54;1428;1428
1;10004;54;122;120
51;10004;54;122;120
102;10004;54;121;120
152;10004;54;120;120
202;10004;54;121;120
252;10004;54;120;120
303;10004;54;122;120
353;10004;54;122;120
403;10004;54;122;120
454;10004;54;121;120
504;10004;54;120;120
554;10004;54;121;120
604;10004;54;120;120
655;10004;54;122;120
705;10004;54;122;120
755;10004;54;122;120
806;10004;54;121;120
856;10004;54;120;120
906;10004;54;121;120
956;10004;54;120;120
1007;10004;54;122;120
1057;10004;54;122;120
1107;10004;54;62;60
1157;10004;54;122;120
1208;10004;54;120;120
1258;10004;54;121;120
1308;10004;54;120;120
1359;10004;54;122;120
1409;10004;54;122;120
1459;10004;54;122;120
1509;10004;54;122;120
1560;10004;54;120;120
1610;10004;54;121;120
1660;10004;54;120;120
1711;10004;54;122;120
1761;10004;54;122;120
1811;10004;54;122;120
1861;10004;54;122;120
1912;10004;54;120;120
1962;10004;54;121;120
2012;10004;54;120;120
2063;10004;54;122;120
2113;10004;54;122;120
2163;10004;54;122;120
2213;10004;54;122;120
2264;10004;54;120;120
2314;10004;54;121;120
2364;10004;54;120;120
2415;10004;54;122;120
2465;10004;54;122;120
2515;10004;54;122;120
2565;10004;54;122;120
2616;10004;54;120;120
2666;10004;54;121;120
2716;10004;54;120;120
2766;10004;54;121;120
2817;10004;54;122;120
2867;10004;54;42;40
2917;10004;54;122;120
2968;10004;54;120;120
3018;10004;54;121;120
3068;10004;54;120;120
3118;10004;54;121;120
3169;10004;54;122;120
3219;10004;54;122;120
3269;10004;54;122;120
3320;10004;54;120;120
3370;10004;54;121;120
3420;10004;54;120;120
3470;10004;54;121;120
3521;10004;54;122;120
3571;10004;54;122;120
3621;10004;54;122;120
3672;10004;54;120;120
3722;10004;54;121;120
3772;10004;54;60;60
3822;10004;54;121;120
3873;10004;54;122;120
3923;10004;54;122;120
3973;10004;54;122;120
4024;10004;54;120;120
4074;10004;54;121;120
4124;10004;54;120;120
4174;10004;54;121;120
4225;10004;54;122;120
4275;10004;54;122;120
4325;10004;54;122;120
4375;10004;54;122;120
4426;10004;54;121;120
4476;10004;54;120;120
4526;10004;54;121;120
4577;10004;54;122;120
4627;10004;54;122;120
4677;10004;54;122;120
4727;10004;54;122;120
4778;10004;54;121;120
4828;10004;54;120;120
4878;10004;54;121;120
4929;10004;54;122;120
4979;10004;54;122;120
5029;10004;54;122;120
5079;10004;54;122;120
5130;10004;54;121;120
5180;10004;54;120;120
5230;10004;54;121;120
5281;10004;54;122;120
5331;10004;54;122;120
5381;10004;54;122;120
5431;10004;54;122;120
5482;10004;54;121;120
5532;10004;54;120;120
5582;10004;54;121;120
5633;10004;54;122;120
5683;10004;54;122;120
5733;10004;54;122;120
5783;10004;54;122;120
5834;10004;54;121;120
5884;10004;54;120;120
5934;10004;54;121;120
5984;10004;54;120;120
6035;10004;54;122;120
6085;10004;54;122;120
6135;10004;54;122;120
6186;10004;54;121;120
6236;10004;54;120;120
6286;10004;54;121;120
6336;10004;54;120;120
6387;10004;54;122;120
6437;10004;54;62;60
6487;10004;54;122;120
6538;10004;54;121;120
6588;10004;54;40;40
6638;10004;54;121;120
6688;10004;54;120;120
6739;10004;54;122;120
6789;10004;54;122;120
6839;10004;54;122;120
6890;10004;54;121;120
6940;10004;54;120;120
6990;10004;54;121;120
7040;10004;54;120;120
7091;10004;54;122;120
7141;10004;54;122;120
7191;10004;54;122;120
7242;10004;54;121;120
7292;10004;54;120;120
7342;10004;54;121;120
7392;10004;54;120;120
7443;10004;54;122;120
7493;10004;54;122;120
7543;10004;54;122;120
7593;10004;54;122;120
7644;10004;54;120;120
7694;10004;54;121;120
7744;10004;54;120;120
7795;10004;54;122;120
7845;10004;54;122;120
7895;10004;54;122;120
7945;10004;54;122;120
7996;10004;54;120;120
8046;10004;54;121;120
8096;10004;54;120;120
8147;10004;54;122;120
8197;10004;54;122;120
8247;10004;54;122;120
8297;10004;54;122;120
8348;10004;54;120;120
8398;10004;54;121;120
8448;10004;54;120;120
8499;10004;54;122;120
8549;10004;54;122;120
8599;10004;54;122;120
8649;10004;54;122;120
8700;10004;54;120;120
8750;10004;54;121;120
8800;10004;54;120;120
8851;10004;54;122;120
8901;10004;54;122;120
8951;10004;54;122;120
9001;10004;54;122;120
9052;10004;54;120;120
9102;10004;54;61;60
9152;10004;54;120;120
9202;10004;54;121;120
9253;10004;54;122;120
9303;10004;54;122;120
9353;10004;54;122;120
9404;10004;54;120;120
9454;10004;54;121;120
9504;10004;54;120;120
9554;10004;54;121;120
9605;10004;54;122;120
9655;10004;54;122;120
9705;10004;54;122;120
9756;10004;54;120;120
9806;10004;54;121;120
9856;10004;54;120;120
9906;10004;54;121;120
9957;10004;54;122;120
1;10005;54;155;154
51;10005;54;154;154
102;10005;54;154;154
152;10005;54;155;154
202;10005;54;155;154
252;10005;54;154;154
303;10005;54;154;154
353;10005;54;155;154
403;10005;54;155;154
454;10005;54;155;154
504;10005;54;154;154
554;10005;54;155;154
604;10005;54;155;154
655;10005;54;78;77
705;10005;54;77;77
755;10005;54;78;77
806;10005;54;155;154
856;10005;54;155;154
906;10005;54;154;154
956;10005;54;155;154
1007;10005;54;155;154
1057;10005;54;155;154
1107;10005;54;154;154
1157;10005;54;155;154
1208;10005;54;155;154
1258;10005;54;155;154
1308;10005;54;154;154
1359;10005;54;154;154
1409;10005;54;155;154
1459;10005;54;155;154
1509;10005;54;154;154
1560;10005;54;77;77
1610;10005;54;8;7
1660;10005;54;78;77
1711;10005;54;23;22
1761;10005;54;154;154
1811;10005;54;155;154
1861;10005;54;155;154
1912;10005;54;155;154
1962;10005;54;154;154
2012;10005;54;155;154
2063;10005;54;155;154
2113;10005;54;155;154
2163;10005;54;154;154
2213;10005;54;155;154
2264;10005;54;155;154
2314;10005;54;155;154
2364;10005;54;154;154
2415;10005;54;7;7
2465;10005;54;12;11
2515;10005;54;78;77
2565;10005;54;77;77
2616;10005;54;154;154
2666;10005;54;155;154
2716;10005;54;155;154
2766;10005;54;154;154
2817;10005;54;154;154
